Date,Open,High,Low,Close,Adj Close,Volume
2017-06-26,243.89999389648438,244.3800048828125,243.0500030517578,243.2899932861328,225.5163116455078,56700500
2017-06-27,243.0399932861328,243.3800048828125,241.30999755859375,241.3300018310547,223.6995391845703,82247700
2017-06-28,242.5,243.72000122070312,242.22999572753906,243.49000549316406,225.70172119140625,70042600
2017-06-29,243.66000366210938,243.72000122070312,239.9600067138672,241.35000610351562,223.71804809570312,106949700
2017-06-30,242.27999877929688,242.7100067138672,241.5800018310547,241.8000030517578,224.1351776123047,86820700
2017-07-03,242.8800048828125,243.3800048828125,242.2100067138672,242.2100067138672,224.51524353027344,39153800
2017-07-05,242.6300048828125,243.00999450683594,241.6999969482422,242.77000427246094,225.03431701660156,54427600
2017-07-06,241.88999938964844,242.02999877929688,240.33999633789062,240.5500030517578,222.97653198242188,65400800
2017-07-07,241.2100067138672,242.27999877929688,240.55999755859375,242.11000061035156,224.42254638671875,57972300
2017-07-10,242.11000061035156,242.8000030517578,241.75999450683594,242.3699951171875,224.66354370117188,36663300
2017-07-11,242.3699951171875,242.5500030517578,240.85000610351562,242.19000244140625,224.49668884277344,50354600
2017-07-12,243.3000030517578,244.1999969482422,243.3000030517578,244.00999450683594,226.1837615966797,59610400
2017-07-13,244.02000427246094,244.5500030517578,243.75999450683594,244.4199981689453,226.56378173828125,39471600
2017-07-14,244.4199981689453,245.97000122070312,244.30999755859375,245.55999755859375,227.62049865722656,60262700
2017-07-17,245.47000122070312,245.91000366210938,245.3300018310547,245.52999877929688,227.59268188476562,33531900
2017-07-18,245.05999755859375,245.72000122070312,244.6699981689453,245.66000366210938,227.7131805419922,42742500
2017-07-19,246.02000427246094,247.0,246.00999450683594,246.99000549316406,228.946044921875,51034300
2017-07-20,247.27999877929688,247.4199981689453,246.47000122070312,247.10000610351562,229.0479736328125,47135200
2017-07-21,246.44000244140625,246.91000366210938,246.17999267578125,246.8800048828125,228.84405517578125,82340800
2017-07-24,246.7899932861328,246.97999572753906,246.27999877929688,246.82000732421875,228.7884521484375,46622300
2017-07-25,247.67999267578125,247.8000030517578,247.16000366210938,247.4199981689453,229.34463500976562,54915600
2017-07-26,247.75,247.7899932861328,247.1300048828125,247.42999267578125,229.35386657714844,47575400
2017-07-27,247.9600067138672,248.0,245.67999267578125,247.1999969482422,229.1406707763672,70766600
2017-07-28,246.64999389648438,247.05999755859375,246.1300048828125,246.91000366210938,228.87185668945312,50088400
2017-07-31,247.3699951171875,247.47999572753906,246.52999877929688,246.77000427246094,228.74209594726562,65838700
2017-08-01,247.4600067138672,247.5,246.72000122070312,247.32000732421875,229.2519073486328,55050400
2017-08-02,247.47000122070312,247.60000610351562,246.3699951171875,247.44000244140625,229.3631591796875,47211200
2017-08-03,247.30999755859375,247.33999633789062,246.63999938964844,246.9600067138672,228.91822814941406,40856000
2017-08-04,247.52000427246094,247.7899932861328,246.97000122070312,247.41000366210938,229.3353729248047,60191800
2017-08-07,247.49000549316406,247.8699951171875,247.3699951171875,247.8699951171875,229.76171875,31995000
2017-08-08,247.50999450683594,248.91000366210938,246.8300018310547,247.25999450683594,229.19630432128906,61719400
2017-08-09,246.47000122070312,247.30999755859375,246.05999755859375,247.25,229.18702697753906,62632600
2017-08-10,246.2899932861328,246.44000244140625,243.6999969482422,243.75999450683594,225.9519805908203,120479500
2017-08-11,244.02000427246094,244.8000030517578,243.75,244.1199951171875,226.2856903076172,74869900
2017-08-14,245.58999633789062,246.7899932861328,245.5500030517578,246.5399932861328,228.5288848876953,73291900
2017-08-15,246.97999572753906,247.0,246.16000366210938,246.50999450683594,228.5010986328125,55242700
2017-08-16,247.11000061035156,247.57000732421875,246.4499969482422,246.94000244140625,228.89964294433594,56715500
2017-08-17,246.24000549316406,246.60000610351562,243.08999633789062,243.08999633789062,225.3309326171875,128490400
2017-08-18,242.89999389648438,244.19000244140625,242.1999969482422,242.7100067138672,224.97874450683594,136748000
2017-08-21,242.63999938964844,243.1999969482422,241.8300018310547,242.89999389648438,225.15481567382812,65469700
2017-08-22,243.57000732421875,245.6199951171875,243.5500030517578,245.44000244140625,227.50926208496094,63140100
2017-08-23,244.3300018310547,245.0500030517578,244.16000366210938,244.55999755859375,226.6935577392578,50203800
2017-08-24,245.0,245.17999267578125,243.75,243.99000549316406,226.16517639160156,50741700
2017-08-25,244.89999389648438,245.61000061035156,244.38999938964844,244.55999755859375,226.6935577392578,64445900
2017-08-28,245.1699981689453,245.1999969482422,244.08999633789062,244.57000732421875,226.70286560058594,40565600
2017-08-29,243.05999755859375,245.14999389648438,242.92999267578125,244.85000610351562,226.9623565673828,51135700
2017-08-30,244.8300018310547,246.32000732421875,244.6199951171875,246.00999450683594,228.03762817382812,62030800
2017-08-31,246.72000122070312,247.77000427246094,246.0500030517578,247.49000549316406,229.40948486328125,103803900
2017-09-01,247.9199981689453,248.3300018310547,247.6699981689453,247.83999633789062,229.7339324951172,62007000
2017-09-05,247.25999450683594,247.52000427246094,244.9499969482422,246.05999755859375,228.08395385742188,91398800
2017-09-06,246.83999633789062,247.27999877929688,246.22999572753906,246.89999389648438,228.86256408691406,57916900
2017-09-07,247.25,247.27000427246094,246.39999389648438,246.8699951171875,228.8347625732422,58034700
2017-09-08,246.5399932861328,247.11000061035156,246.3000030517578,246.5800018310547,228.5659942626953,63832800
2017-09-11,248.0399932861328,249.3000030517578,248.02000427246094,249.2100067138672,231.0038604736328,71364800
2017-09-12,249.6300048828125,250.08999633789062,249.4199981689453,250.0500030517578,231.78250122070312,56896000
2017-09-13,249.72000122070312,250.2100067138672,249.58999633789062,250.1699981689453,231.89370727539062,59228000
2017-09-14,249.8000030517578,250.32000732421875,249.60000610351562,250.08999633789062,231.8195343017578,95446300
2017-09-15,248.69000244140625,249.2899932861328,248.57000732421875,249.19000244140625,232.131591796875,95432400
2017-09-18,249.61000061035156,250.1199951171875,249.27999877929688,249.72000122070312,232.6253204345703,46235200
2017-09-19,250.0,250.07000732421875,249.60000610351562,249.97000122070312,232.85824584960938,47108100
2017-09-20,250.07000732421875,250.19000244140625,248.9199981689453,250.05999755859375,232.94203186035156,59574100
2017-09-21,249.8800048828125,249.97999572753906,249.19000244140625,249.38999938964844,232.31793212890625,48211400
2017-09-22,249.0500030517578,249.6300048828125,249.02000427246094,249.44000244140625,232.36451721191406,51214000
2017-09-25,249.14999389648438,249.5500030517578,248.0800018310547,248.92999267578125,231.889404296875,57064400
2017-09-26,249.4199981689453,249.6999969482422,248.80999755859375,249.0800018310547,232.02914428710938,54082000
2017-09-27,249.8800048828125,250.49000549316406,248.8699951171875,250.0500030517578,232.93275451660156,81001400
2017-09-28,249.72999572753906,250.44000244140625,249.6300048828125,250.35000610351562,233.2122039794922,44778800
2017-09-29,250.33999633789062,251.32000732421875,250.1300048828125,251.22999572753906,234.031982421875,85578000
2017-10-02,251.49000549316406,252.32000732421875,251.2899932861328,252.32000732421875,235.04736328125,59023000
2017-10-03,252.32000732421875,252.88999938964844,252.22999572753906,252.86000061035156,235.55039978027344,66810200
2017-10-04,252.69000244140625,253.44000244140625,252.55999755859375,253.16000366210938,235.82984924316406,55953600
2017-10-05,253.5399932861328,254.67999267578125,253.1999969482422,254.66000366210938,237.22715759277344,63522800
2017-10-06,254.14999389648438,254.6999969482422,253.85000610351562,254.3699951171875,236.95703125,80646000
2017-10-09,254.6300048828125,254.6999969482422,253.64999389648438,253.9499969482422,236.56576538085938,35803100
2017-10-10,254.60000610351562,255.0500030517578,253.97999572753906,254.6199951171875,237.1898956298828,43057400
2017-10-11,254.50999450683594,255.02000427246094,254.32000732421875,255.02000427246094,237.56251525878906,47674300
2017-10-12,254.66000366210938,255.05999755859375,254.3699951171875,254.63999938964844,237.2085723876953,47065100
2017-10-13,255.13999938964844,255.27000427246094,254.63999938964844,254.9499969482422,237.49734497070312,54800400
2017-10-16,255.2100067138672,255.50999450683594,254.82000732421875,255.2899932861328,237.8140411376953,38221700
2017-10-17,255.22999572753906,255.52000427246094,254.97999572753906,255.47000122070312,237.9817352294922,31561000
2017-10-18,255.89999389648438,255.9499969482422,255.5,255.72000122070312,238.21461486816406,40888300
2017-10-19,254.8300018310547,255.8300018310547,254.35000610351562,255.7899932861328,238.27981567382812,61903800
2017-10-20,256.70001220703125,257.1400146484375,255.77000427246094,257.1099853515625,239.50942993164062,89176400
2017-10-23,257.4800109863281,257.510009765625,256.0199890136719,256.1099853515625,238.57789611816406,63915300
2017-10-24,256.6000061035156,256.8299865722656,256.1499938964844,256.55999755859375,238.99710083007812,66935900
2017-10-25,256.17999267578125,256.30999755859375,254.0,255.2899932861328,237.8140411376953,103715300
2017-10-26,255.99000549316406,256.29998779296875,255.47999572753906,255.6199951171875,238.12144470214844,69798000
2017-10-27,256.4700012207031,257.8900146484375,255.6300048828125,257.7099914550781,240.06838989257812,85562500
2017-10-30,256.4700012207031,257.6000061035156,256.4100036621094,256.75,239.1741180419922,54285700
2017-10-31,257.17999267578125,257.44000244140625,256.80999755859375,257.1499938964844,239.5467071533203,60304800
2017-11-01,258.0400085449219,258.42999267578125,257.07000732421875,257.489990234375,239.8634490966797,54202700
2017-11-02,257.4100036621094,257.75,256.19000244140625,257.5899963378906,239.9565887451172,56449500
2017-11-03,257.7699890136719,258.5,257.29998779296875,258.45001220703125,240.7577362060547,59589700
2017-11-06,258.29998779296875,259.0,258.2200012207031,258.8500061035156,241.13035583496094,49652600
2017-11-07,258.9700012207031,259.3500061035156,258.0899963378906,258.6700134277344,240.96270751953125,57502200
2017-11-08,258.4700012207031,259.2200012207031,258.1499938964844,259.1099853515625,241.37252807617188,50469600
2017-11-09,257.7300109863281,258.3900146484375,256.3599853515625,258.1700134277344,240.49693298339844,95085500
2017-11-10,257.7300109863281,258.2900085449219,257.3699951171875,258.0899963378906,240.42236328125,59984700
2017-11-13,257.30999755859375,258.5899963378906,257.2699890136719,258.3299865722656,240.64593505859375,50228600
2017-11-14,257.4100036621094,257.8500061035156,256.5199890136719,257.7300109863281,240.08702087402344,61315200
2017-11-15,256.6199951171875,257.2200012207031,255.6300048828125,256.44000244140625,238.88531494140625,80811500
2017-11-16,257.5199890136719,259.0400085449219,257.4700012207031,258.6199951171875,240.9160919189453,67777000
2017-11-17,258.2200012207031,258.5899963378906,257.7699890136719,257.8599853515625,240.20809936523438,75756800
2017-11-20,258.1400146484375,258.5199890136719,257.8599853515625,258.29998779296875,240.6179656982422,48075500
2017-11-21,259.17999267578125,260.20001220703125,258.260009765625,259.989990234375,242.1922607421875,69176800
2017-11-22,260.0,260.1499938964844,259.57000732421875,259.760009765625,241.97805786132812,45033400
2017-11-24,260.32000732421875,260.4800109863281,260.1600036621094,260.3599853515625,242.53695678710938,27856500
2017-11-27,260.4100036621094,260.75,260.0,260.2300109863281,242.41590881347656,52274900
2017-11-28,260.760009765625,262.8999938964844,260.6499938964844,262.8699951171875,244.87510681152344,98971700
2017-11-29,263.0199890136719,263.6300048828125,262.20001220703125,262.7099914550781,244.72605895996094,77512100
2017-11-30,263.760009765625,266.04998779296875,263.6700134277344,265.010009765625,246.8687286376953,127894400
2017-12-01,264.760009765625,265.30999755859375,260.760009765625,264.4599914550781,246.3563690185547,164390900
2017-12-04,266.30999755859375,266.79998779296875,264.0799865722656,264.1400146484375,246.0582275390625,94040600
2017-12-05,263.19000244140625,265.1499938964844,263.0400085449219,263.19000244140625,245.1732635498047,77994500
2017-12-06,263.29998779296875,263.7300109863281,262.7099914550781,263.239990234375,245.21981811523438,75898600
2017-12-07,264.07000732421875,264.42999267578125,262.94000244140625,264.07000732421875,245.99301147460938,77218600
2017-12-08,265.1600036621094,265.5199890136719,264.0299987792969,265.510009765625,247.33444213867188,76563900
2017-12-11,266.30999755859375,266.3800048828125,265.4800109863281,266.30999755859375,248.07968139648438,83077500
2017-12-12,267.2099914550781,267.32000732421875,266.3500061035156,266.7799987792969,248.5174560546875,85195800
2017-12-13,267.05999755859375,267.55999755859375,266.6499938964844,266.75,248.48959350585938,102905400
2017-12-14,267.0899963378906,267.2200012207031,265.6000061035156,265.6600036621094,247.47415161132812,100666700
2017-12-15,265.45001220703125,267.0400085449219,265.3900146484375,266.510009765625,249.53501892089844,144610300
2017-12-18,268.1000061035156,268.6000061035156,267.9800109863281,268.20001220703125,251.11732482910156,83653600
2017-12-19,268.4800109863281,268.5299987792969,267.0899963378906,267.1700134277344,250.15293884277344,82382900
2017-12-20,268.2699890136719,268.3299865722656,266.69000244140625,267.0299987792969,250.02186584472656,76751500
2017-12-21,267.739990234375,268.3900146484375,267.29998779296875,267.5799865722656,250.5368194580078,67032300
2017-12-22,267.6000061035156,267.6400146484375,266.8999938964844,267.510009765625,250.47132873535156,78720900
2017-12-26,267.04998779296875,267.44000244140625,266.8900146484375,267.19000244140625,250.17164611816406,45244400
2017-12-27,267.3800048828125,267.7300109863281,267.010009765625,267.32000732421875,250.29336547851562,57751000
2017-12-28,267.8900146484375,267.9200134277344,267.45001220703125,267.8699951171875,250.808349609375,45116100
2017-12-29,268.5299987792969,268.54998779296875,266.6400146484375,266.8599853515625,249.86273193359375,96007400
2018-01-02,267.8399963378906,268.80999755859375,267.3999938964844,268.7699890136719,251.65106201171875,86655700
2018-01-03,268.9599914550781,270.6400146484375,268.9599914550781,270.4700012207031,253.2427520751953,90070400
2018-01-04,271.20001220703125,272.1600036621094,270.5400085449219,271.6099853515625,254.31015014648438,80636400
2018-01-05,272.510009765625,273.55999755859375,271.95001220703125,273.4200134277344,256.0048522949219,83524000
2018-01-08,273.30999755859375,274.1000061035156,272.9800109863281,273.9200134277344,256.4729919433594,57319200
2018-01-09,274.3999938964844,275.25,274.0799865722656,274.5400085449219,257.0535583496094,57254000
2018-01-10,273.67999267578125,274.4200134277344,272.9200134277344,274.1199951171875,256.6602783203125,69574300
2018-01-11,274.75,276.1199951171875,274.55999755859375,276.1199951171875,258.5328369140625,62361500
2018-01-12,276.4200134277344,278.1099853515625,276.0799865722656,277.9200134277344,260.2182312011719,90816100
2018-01-16,279.3500061035156,280.0899963378906,276.17999267578125,276.9700012207031,259.3287353515625,106555100
2018-01-17,278.0299987792969,280.04998779296875,276.9700012207031,279.6099853515625,261.80059814453125,113258800
2018-01-18,279.4800109863281,279.9599914550781,278.5799865722656,279.1400146484375,261.36053466796875,100728000
2018-01-19,279.79998779296875,280.4100036621094,279.1400146484375,280.4100036621094,262.5496826171875,140920100
2018-01-22,280.1700134277344,282.69000244140625,280.1099853515625,282.69000244140625,264.68438720703125,91322400
2018-01-23,282.739990234375,283.6199951171875,282.3699951171875,283.2900085449219,265.2461853027344,97084700
2018-01-24,284.0199890136719,284.70001220703125,281.8399963378906,283.17999267578125,265.1431884765625,134816100
2018-01-25,284.1600036621094,284.2699890136719,282.3999938964844,283.29998779296875,265.25555419921875,84587300
2018-01-26,284.25,286.6300048828125,283.9599914550781,286.5799865722656,268.3266296386719,107743100
2018-01-29,285.92999267578125,286.42999267578125,284.5,284.67999267578125,266.547607421875,90118300
2018-01-30,282.6000061035156,284.739990234375,281.2200012207031,281.760009765625,263.8136291503906,131796400
2018-01-31,282.7300109863281,283.29998779296875,280.67999267578125,281.8999938964844,263.9447021484375,108364800
2018-02-01,281.07000732421875,283.05999755859375,280.67999267578125,281.5799865722656,263.6451416015625,90102500
2018-02-02,280.0799865722656,280.2300109863281,275.4100036621094,275.45001220703125,257.90557861328125,173174800
2018-02-05,273.45001220703125,275.8500061035156,263.30999755859375,263.92999267578125,247.1193084716797,294681800
2018-02-06,259.94000244140625,269.70001220703125,258.70001220703125,269.1300048828125,251.98809814453125,355026800
2018-02-07,268.5,272.3599853515625,267.5799865722656,267.6700134277344,250.62112426757812,167376100
