Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,23.889999389648438,24.579999923706055,23.06999969482422,23.68000030517578,23.68000030517578,6148400
2017-01-04,23.709999084472656,24.729999542236328,23.649999618530273,24.6299991607666,24.6299991607666,4054600
2017-01-05,24.6299991607666,25.18000030517578,24.280000686645508,24.889999389648438,24.889999389648438,4756200
2017-01-06,25.049999237060547,25.200000762939453,24.520000457763672,24.68000030517578,24.68000030517578,2689100
2017-01-09,24.40999984741211,24.65999984741211,24.09000015258789,24.1200008392334,24.1200008392334,2450100
2017-01-10,24.299999237060547,24.600000381469727,23.989999771118164,24.219999313354492,24.219999313354492,2754400
2017-01-11,24.43000030517578,24.649999618530273,24.190000534057617,24.520000457763672,24.520000457763672,3688000
2017-01-12,25.219999313354492,25.700000762939453,24.549999237060547,25.510000228881836,25.510000228881836,5616900
2017-01-13,25.850000381469727,26.049999237060547,25.59000015258789,25.6200008392334,25.6200008392334,4285600
2017-01-17,25.739999771118164,25.829999923706055,25.270000457763672,25.450000762939453,25.450000762939453,4053700
2017-01-18,25.190000534057617,25.81999969482422,25.010000228881836,25.639999389648438,25.639999389648438,2382200
2017-01-19,25.579999923706055,25.93000030517578,25.3799991607666,25.780000686645508,25.780000686645508,3097800
2017-01-20,26.010000228881836,26.100000381469727,25.59000015258789,25.65999984741211,25.65999984741211,2228700
2017-01-23,25.489999771118164,25.68000030517578,25.40999984741211,25.5,25.5,2116100
2017-01-24,25.8799991607666,26.229999542236328,25.690000534057617,25.850000381469727,25.850000381469727,2780600
2017-01-25,25.829999923706055,25.989999771118164,25.709999084472656,25.739999771118164,25.739999771118164,2535700
2017-01-26,25.979999542236328,26.1200008392334,25.799999237060547,25.899999618530273,25.899999618530273,2597000
2017-01-27,25.670000076293945,26.260000228881836,25.649999618530273,25.84000015258789,25.84000015258789,3972300
2017-01-30,25.420000076293945,25.549999237060547,24.389999389648438,24.6299991607666,24.6299991607666,4303200
2017-01-31,24.6299991607666,24.68000030517578,24.149999618530273,24.40999984741211,24.40999984741211,2756600
2017-02-01,24.6200008392334,24.889999389648438,24.469999313354492,24.649999618530273,24.649999618530273,3506800
2017-02-02,24.709999084472656,25.90999984741211,24.6299991607666,25.579999923706055,25.579999923706055,4551500
2017-02-03,25.639999389648438,26.260000228881836,25.530000686645508,26.15999984741211,26.15999984741211,2738800
2017-02-06,26.270000457763672,26.600000381469727,25.100000381469727,25.40999984741211,25.40999984741211,5016700
2017-02-07,25.440000534057617,25.540000915527344,24.760000228881836,25.440000534057617,25.440000534057617,4675100
2017-02-08,25.100000381469727,25.170000076293945,24.600000381469727,24.81999969482422,24.81999969482422,3608400
2017-02-09,25.010000228881836,25.270000457763672,24.860000610351562,25.06999969482422,25.06999969482422,3532900
2017-02-10,25.1299991607666,25.309999465942383,24.75,24.860000610351562,24.860000610351562,1846100
2017-02-13,24.690000534057617,24.969999313354492,24.59000015258789,24.920000076293945,24.920000076293945,1708300
2017-02-14,24.93000030517578,25.579999923706055,24.690000534057617,25.559999465942383,25.559999465942383,2591600
2017-02-15,25.610000610351562,26.100000381469727,25.5,25.829999923706055,25.829999923706055,3186300
2017-02-16,25.790000915527344,25.979999542236328,25.0,25.190000534057617,25.190000534057617,2755100
2017-02-17,25.040000915527344,25.5,24.8799991607666,25.06999969482422,25.06999969482422,2157800
2017-02-21,24.940000534057617,25.290000915527344,24.780000686645508,24.90999984741211,24.90999984741211,2717000
2017-02-22,24.68000030517578,24.889999389648438,24.530000686645508,24.540000915527344,24.540000915527344,3946300
2017-02-23,24.850000381469727,25.1200008392334,24.190000534057617,24.299999237060547,24.299999237060547,3754000
2017-02-24,24.239999771118164,24.290000915527344,23.809999465942383,24.0,24.0,3702400
