Date,Open,High,Low,Close,Adj Close,Volume,Name
1/3/2017,42.97200012,44.06600189,42.19200134,43.39799881,43.39799881,29616500,TSLA
1/4/2017,42.95000076,45.59999847,42.86199951,45.39799881,45.39799881,56067500,TSLA
1/5/2017,45.2840004,45.49599838,44.38999939,45.34999847,45.34999847,29558500,TSLA
1/6/2017,45.38600159,46.06200027,45.09000015,45.80199814,45.80199814,27639500,TSLA
1/9/2017,45.79399872,46.38399887,45.59999847,46.25600052,46.25600052,19897500,TSLA
1/10/2017,46.40000153,46.40000153,45.37799835,45.97399902,45.97399902,18300000,TSLA
1/11/2017,45.81399918,45.99599838,45.33599854,45.94599915,45.94599915,18254000,TSLA
1/12/2017,45.81200027,46.13999939,45.11600113,45.91799927,45.91799927,18951000,TSLA
1/13/2017,46,47.56999969,45.91799927,47.54999924,47.54999924,30465000,TSLA
1/17/2017,47.34000015,47.99200058,46.87400055,47.11600113,47.11600113,23087500,TSLA
1/18/2017,47.33000183,47.94200134,47.11600113,47.67200089,47.67200089,18845000,TSLA
1/19/2017,49.45000076,49.73600006,48.15000153,48.7519989,48.7519989,38661500,TSLA
1/20/2017,49.09199905,49.20000076,48.60200119,48.94599915,48.94599915,21021500,TSLA
1/23/2017,49.16999817,50.1780014,49.09999847,49.7840004,49.7840004,31314500,TSLA
1/24/2017,50,50.95999908,49.93000031,50.92200089,50.92200089,24827500,TSLA
1/25/2017,51.4620018,51.69200134,50.36000061,50.89400101,50.89400101,25713000,TSLA
1/26/2017,50.85800171,51.14799881,50.15000153,50.5019989,50.5019989,15760500,TSLA
1/27/2017,50.27600098,50.59999847,49.70399857,50.59000015,50.59000015,15831500,TSLA
1/30/2017,50.50600052,51.05799866,49.41999817,50.12599945,50.12599945,19005500,TSLA
1/31/2017,49.84799957,51.1780014,49.54000092,50.38600159,50.38600159,20580500,TSLA
2/1/2017,50.61000061,50.63999939,49.81000137,49.84799957,49.84799957,19794000,TSLA
2/2/2017,49.66799927,50.48400116,49.54199982,50.31000137,50.31000137,12499000,TSLA
2/3/2017,50.38199997,50.43600082,49.93600082,50.26599884,50.26599884,10933500,TSLA
2/6/2017,50.20000076,51.56399918,50.12599945,51.55400085,51.55400085,17812500,TSLA
2/7/2017,51.63800049,52,51.2840004,51.49599838,51.49599838,21224000,TSLA
2/8/2017,51.47000122,52.67200089,51.24000168,52.41600037,52.41600037,19665000,TSLA
2/9/2017,53.25,54.23600006,53.22999954,53.84000015,53.84000015,39101000,TSLA
2/10/2017,53.95800018,54.18999863,53.22200012,53.84600067,53.84600067,18098500,TSLA
2/13/2017,54.14799881,56.15800095,54.10200119,56.11999893,56.11999893,35148000,TSLA
2/14/2017,55.80599976,57.47800064,55.72200012,56.19599915,56.19599915,36726000,TSLA
2/15/2017,56,56.44800186,55.2879982,55.95199966,55.95199966,24739500,TSLA
2/16/2017,55.52000046,56,53.70000076,53.79000092,53.79000092,35386500,TSLA
2/17/2017,53.15999985,54.57799911,52.83000183,54.44599915,54.44599915,31285500,TSLA
2/21/2017,55.09000015,56.27999878,54.80199814,55.47800064,55.47800064,28383500,TSLA
2/22/2017,56.06200027,56.68999863,54.52000046,54.70199966,54.70199966,43775000,TSLA
2/23/2017,52.79999924,52.93199921,51.11199951,51.19800186,51.19800186,74576000,TSLA
2/24/2017,50.5320015,51.65000153,50.04000092,51.40000153,51.40000153,40858000,TSLA
2/27/2017,49.63399887,49.67200089,48.40200043,49.24599838,49.24599838,57304000,TSLA
2/28/2017,48.83800125,50.20000076,48.77999878,49.9980011,49.9980011,30390500,TSLA
3/1/2017,50.83599854,50.97000122,49.8219986,50.00400162,50.00400162,24047500,TSLA
3/2/2017,49.94200134,50.65599823,49.65399933,50.09600067,50.09600067,16759000,TSLA
3/3/2017,50.14799881,50.38000107,49.79999924,50.31399918,50.31399918,14597000,TSLA
3/6/2017,49.58200073,50.34000015,49.5019989,50.24200058,50.24200058,16777500,TSLA
3/7/2017,50.38399887,50.77799988,49.66400146,49.7179985,49.7179985,17297500,TSLA
3/8/2017,49.40000153,50.01399994,49.06399918,49.37400055,49.37400055,18626000,TSLA
3/9/2017,49.52600098,49.73199844,48.59999847,48.97999954,48.97999954,19396500,TSLA
3/10/2017,49.24200058,49.29999924,48.59999847,48.73799896,48.73799896,15331500,TSLA
3/13/2017,48.9640007,49.36999893,48.55599976,49.23400116,49.23400116,15113000,TSLA
3/14/2017,49.22200012,51.62400055,49.20399857,51.59999847,51.59999847,37992000,TSLA
3/15/2017,51.40000153,52.20000076,50.85400009,51.14599991,51.14599991,26654000,TSLA
3/16/2017,52.47999954,53.15000153,51.81200027,52.40999985,52.40999985,35661000,TSLA
3/17/2017,52.79999924,53.06600189,52.24000168,52.29999924,52.29999924,32487500,TSLA
3/20/2017,52.11999893,52.90999985,51.76399994,52.38399887,52.38399887,18071500,TSLA
3/21/2017,52.56600189,52.95999908,50.04800034,50.13600159,50.13600159,34543000,TSLA
3/22/2017,50.31200027,51.01399994,50.10200119,51.0019989,51.0019989,20296500,TSLA
3/23/2017,51.07799911,51.5340004,50.65999985,50.95600128,50.95600128,16601000,TSLA
3/24/2017,51.13999939,52.77799988,51.0019989,52.63199997,52.63199997,28236500,TSLA
3/27/2017,52.11999893,54.11399841,51.95000076,54.04399872,54.04399872,31154000,TSLA
3/28/2017,55.40399933,56.13600159,55,55.49000168,55.49000168,39938000,TSLA
3/29/2017,55.66799927,55.91999817,55.10800171,55.47600174,55.47600174,18381000,TSLA
3/30/2017,55.60800171,56.40000153,55.44200134,55.58399963,55.58399963,20742000,TSLA
3/31/2017,55.74599838,55.93600082,55.26399994,55.65999985,55.65999985,16473000,TSLA
4/3/2017,57.38000107,59.79999924,56.91600037,59.70399857,59.70399857,69443000,TSLA
4/4/2017,59.37799835,60.9620018,58.90599823,60.74000168,60.74000168,50673000,TSLA
4/5/2017,60.40800095,60.97600174,58.84000015,59,59,39404500,TSLA
4/6/2017,59.37599945,60.38800049,58.81999969,59.74000168,59.74000168,27603000,TSLA
4/7/2017,59.5,60.5379982,59.43000031,60.50799942,60.50799942,22898000,TSLA
4/10/2017,61.83000183,62.74599838,61.74200058,62.47800064,62.47800064,38322500,TSLA
4/11/2017,62.67599869,62.69400024,61.09999847,61.74200058,61.74200058,28623000,TSLA
4/12/2017,61.26800156,61.68999863,59.26399994,59.36800003,59.36800003,30253500,TSLA
4/13/2017,59.34000015,61.47800064,59.06000137,60.79999924,60.79999924,46423000,TSLA
4/17/2017,60.54000092,60.79999924,59.73600006,60.2879982,60.2879982,20693500,TSLA
4/18/2017,59.93999863,60.16799927,59.58000183,60.04999924,60.04999924,15178500,TSLA
4/19/2017,60.49200058,61.32400131,60.42200089,61.10400009,61.10400009,19490000,TSLA
4/20/2017,61.30199814,61.83000183,60.04600143,60.5019989,60.5019989,30747000,TSLA
4/21/2017,60.40000153,61.27999878,60.08399963,61.11999893,61.11999893,22549000,TSLA
4/24/2017,61.84400177,62.11000061,61.20399857,61.60599899,61.60599899,25417500,TSLA
4/25/2017,61.59999847,62.79600143,61.17200089,62.75799942,62.75799942,33688500,TSLA
4/26/2017,62.47399902,62.90000153,61.79999924,62.0340004,62.0340004,23475000,TSLA
4/27/2017,62.33800125,62.61800003,61.5,61.72600174,61.72600174,17343000,TSLA
4/28/2017,61.9659996,62.95999908,61.59999847,62.81399918,62.81399918,22527500,TSLA
5/1/2017,62.97600174,65.44999695,62.9620018,64.56600189,64.56600189,44148000,TSLA
5/2/2017,64.80000305,65.53199768,63.31200027,63.77799988,63.77799988,26914000,TSLA
5/3/2017,63.5340004,64.30599976,62.09000015,62.20399857,62.20399857,35667000,TSLA
5/4/2017,61.48799896,61.55400085,58.15200043,59.09199905,59.09199905,70760000,TSLA
5/5/2017,59.59999847,61.70999908,59.36000061,61.66999817,61.66999817,40886500,TSLA
5/8/2017,62.18000031,62.75799942,61.16400146,61.43799973,61.43799973,35032500,TSLA
5/9/2017,61.87599945,64.39800262,61.81999969,64.2519989,64.2519989,48382500,TSLA
5/10/2017,64.31199646,65.09999847,63.62400055,65.04399872,65.04399872,28708000,TSLA
5/11/2017,64.68000031,65.19999695,63.91999817,64.62000275,64.62000275,23769000,TSLA
5/12/2017,65.09600067,65.40000153,64.30599976,64.96199799,64.96199799,20608000,TSLA
5/15/2017,63.67599869,64.04000092,62.50600052,63.17599869,63.17599869,38110000,TSLA
5/16/2017,63.51800156,64.01200104,63.02799988,63.40200043,63.40200043,20762500,TSLA
5/17/2017,62.87799835,62.92599869,61.09999847,61.22200012,61.22200012,33559500,TSLA
5/18/2017,61.40000153,62.7879982,61.06200027,62.61199951,62.61199951,28269000,TSLA
5/19/2017,63.09999847,63.29999924,62.04000092,62.16600037,62.16600037,23438000,TSLA
