Date,Open,High,Low,Close,Adj Close,Volume,Name
1/3/2017,95.83999634,96,90.87999725,91.51999664,91.51999664,4522938,USO
1/4/2017,91.36000061,93.04000092,90.87999725,92.63999939,92.63999939,2258475,USO
1/5/2017,93.51999664,94.31999969,92.08000183,93.59999847,93.59999847,2668338,USO
1/6/2017,94.08000183,94.48000336,92.95999908,93.44000244,93.44000244,1909950,USO
1/9/2017,92.16000366,92.23999786,90.40000153,90.48000336,90.48000336,2600950,USO
1/10/2017,90.95999908,90.95999908,88.55999756,88.55999756,88.55999756,2982700,USO
1/11/2017,89.68000031,91.83999634,88.48000336,90.95999908,90.95999908,4008375,USO
1/12/2017,90.95999908,93.04000092,90.95999908,92.31999969,92.31999969,3417325,USO
1/13/2017,91.59999847,92.23999786,90.95999908,91.27999878,91.27999878,1976200,USO
1/17/2017,92.80000305,92.95999908,91.19999695,91.44000244,91.44000244,2123713,USO
1/18/2017,89.51999664,90.95999908,88.63999939,89.27999878,89.27999878,3819300,USO
1/19/2017,89.91999817,90.31999969,88.80000305,89.36000061,89.36000061,1967863,USO
1/20/2017,91.59999847,92,90.95999908,91.12000275,91.12000275,3325863,USO
1/23/2017,89.68000031,91.04000092,89.68000031,90.55999756,90.55999756,1831338,USO
1/24/2017,90.95999908,91.83999634,90.87999725,90.95999908,90.95999908,1920900,USO
1/25/2017,90.40000153,91.68000031,90.16000366,90.48000336,90.48000336,2386225,USO
1/26/2017,91.51999664,92.63999939,91.36000061,92.23999786,92.23999786,2691938,USO
1/27/2017,91.19999695,91.51999664,90.16000366,91.19999695,91.19999695,2486913,USO
1/30/2017,90.80000305,90.80000305,89.83999634,90.23999786,90.23999786,2055200,USO
1/31/2017,91.19999695,91.83999634,90.23999786,90.55999756,90.55999756,2398375,USO
2/1/2017,91.36000061,92.40000153,90.63999939,91.83999634,91.83999634,2516413,USO
2/2/2017,92.55999756,92.72000122,91.44000244,92.08000183,92.08000183,2469950,USO
2/3/2017,91.91999817,92.95999908,91.68000031,92.31999969,92.31999969,2615425,USO
2/6/2017,92.16000366,92.31999969,90.72000122,91.04000092,91.04000092,3050775,USO
2/7/2017,89.68000031,89.83999634,88.87999725,89.51999664,89.51999664,4761688,USO
