Date,Open,High,Low,Close,Adj Close,Volume,Name
1/3/2017,225.0399933,225.8300018,223.8800049,225.2400055,206.8717651,91366500,SPY
1/4/2017,225.6199951,226.75,225.6100006,226.5800018,208.1024933,78744400,SPY
1/5/2017,226.2700043,226.5800018,225.4799957,226.3999939,207.9371948,78379000,SPY
1/6/2017,226.5299988,227.75,225.8999939,227.2100067,208.6811066,71559900,SPY
1/9/2017,226.9100037,227.0700073,226.4199982,226.4600067,207.9922943,46939700,SPY
1/10/2017,226.4799957,227.4499969,226.0099945,226.4600067,207.9922943,63771900,SPY
1/11/2017,226.3600006,227.1000061,225.5899963,227.1000061,208.5801239,74650000,SPY
1/12/2017,226.5,226.75,224.9600067,226.5299988,208.0565643,72113200,SPY
1/13/2017,226.7299957,227.3999939,226.6900024,227.0500031,208.5341644,62717900,SPY
1/17/2017,226.3099976,226.7799988,225.8000031,226.25,207.7994232,61240800,SPY
1/18/2017,226.5399933,226.8000031,225.8999939,226.75,208.2586212,54793300,SPY
1/19/2017,226.8399963,227,225.4100037,225.9100037,207.4871368,66608800,SPY
1/20/2017,226.6999969,227.3099976,225.9700012,226.7400055,208.2494507,129168600,SPY
1/23/2017,226.7400055,226.8099976,225.2700043,226.1499939,207.70755,75061600,SPY
1/24/2017,226.3999939,228.0800018,226.2700043,227.6000061,209.0393524,95555300,SPY
1/25/2017,228.6999969,229.5700073,228.5099945,229.5700073,210.8486786,84437700,SPY
1/26/2017,229.3999939,229.7100067,229.0099945,229.3300018,210.6282654,59970700,SPY
1/27/2017,229.4199982,229.5899963,228.7599945,228.9700012,210.2975922,59711100,SPY
1/30/2017,228.1699982,228.1999969,226.4100037,227.5500031,208.9933929,79737300,SPY
1/31/2017,226.9799957,227.6000061,226.3200073,227.5299988,208.9750214,75880800,SPY
2/1/2017,227.5299988,228.5899963,226.9400024,227.6199951,209.0576782,79117700,SPY
2/2/2017,227.6199951,228.1000061,226.8200073,227.7700043,209.1954651,69657600,SPY
2/3/2017,228.8200073,229.5500031,228.4600067,229.3399963,210.6374359,80563200,SPY
2/6/2017,228.8699951,229.3300018,228.5399933,228.9299927,210.2608643,57790100,SPY
2/7/2017,229.3800049,229.6600037,228.7200012,228.9400024,210.2700348,57931200,SPY
2/8/2017,228.9400024,229.3899994,228.3099976,229.2400055,210.545578,51566200,SPY
2/9/2017,229.2400055,230.9499969,229.2400055,230.6000061,211.7946625,65955200,SPY
2/10/2017,231,231.7700043,230.6199951,231.5099945,212.6304474,66015900,SPY
2/13/2017,232.0800018,233.0700073,232.0500031,232.7700043,213.787735,55182100,SPY
2/14/2017,232.5599976,233.7100067,232.1600037,233.6999969,214.6418457,71109000,SPY
2/15/2017,233.4499969,235.1399994,233.3899994,234.9199982,215.7623749,86785800,SPY
2/16/2017,234.9499969,235.1600037,233.8500061,234.7200012,215.5787048,84722400,SPY
2/17/2017,233.9499969,235.0899963,233.9299927,235.0899963,215.9185181,77204100,SPY
